DataY,AnimalID,RecDate,NovelDay,CellID,CellType,Environ,PosBin,StimCond
0.0203741141727498,11,200131,2,5,1,1,1,0
-0.0203741141727387,11,200131,2,5,1,1,2,0
-0.914175908885961,11,200131,2,5,1,1,3,0
-1.39061877578657,11,200131,2,5,1,1,4,0
0.855197409701136,11,200131,2,5,1,1,5,0
3.74795004166216,11,200131,2,5,1,1,6,0
6.53718197261276,11,200131,2,5,1,1,7,0
7.83055109358507,11,200131,2,5,1,1,8,0
8.8793291734979,11,200131,2,5,1,1,9,0
9.55960763539,11,200131,2,5,1,1,10,0
12.6631909145469,11,200131,2,5,1,1,11,0
19.0712235543062,11,200131,2,5,1,1,12,0
25.6553234212614,11,200131,2,5,1,1,13,0
30.2011702541642,11,200131,2,5,1,1,14,0
31.5785248639183,11,200131,2,5,1,1,15,0
29.7517407409474,11,200131,2,5,1,1,16,0
27.4559087804991,11,200131,2,5,1,1,17,0
25.8945499765162,11,200131,2,5,1,1,18,0
24.3462441537553,11,200131,2,5,1,1,19,0
22.5923927920461,11,200131,2,5,1,1,20,0
19.1401890614035,11,200131,2,5,1,1,21,0
17.5203668370634,11,200131,2,5,1,1,22,0
18.9890192703077,11,200131,2,5,1,1,23,0
24.3181435060492,11,200131,2,5,1,1,24,0
31.8230467891309,11,200131,2,5,1,1,25,0
38.5698422624681,11,200131,2,5,1,1,26,0
40.1565332325675,11,200131,2,5,1,1,27,0
31.2361659024604,11,200131,2,5,1,1,28,0
14.2714284729524,11,200131,2,5,1,1,29,0
-2.62043328633805,11,200131,2,5,1,1,30,0
-25.3762758407941,11,200131,2,5,1,1,31,0
-39.8119382116056,11,200131,2,5,1,1,32,0
-49.4789748110394,11,200131,2,5,1,1,33,0
-56.1751169911361,11,200131,2,5,1,1,34,0
-59.8434667674325,11,200131,2,5,1,1,35,0
-59.4008268269652,11,200131,2,5,1,1,36,0
-54.5940656072529,11,200131,2,5,1,1,37,0
-44.1747710408381,11,200131,2,5,1,1,38,0
-31.3540265310582,11,200131,2,5,1,1,39,0
-17.5445256165452,11,200131,2,5,1,1,40,0
-6.40569341978163,11,200131,2,5,1,1,41,0
-3.50964811393537,11,200131,2,5,1,1,42,0
-5.37792856718761,11,200131,2,5,1,1,43,0
-11.1638937028787,11,200131,2,5,1,1,44,0
-19.361296874486,11,200131,2,5,1,1,45,0
-26.4786436821661,11,200131,2,5,1,1,46,0
-30.0209326404079,11,200131,2,5,1,1,47,0
-28.4726410506848,11,200131,2,5,1,1,48,0
-21.6430366933126,11,200131,2,5,1,1,49,0
-10.6131262684199,11,200131,2,5,1,1,50,0
-0.397974933263279,11,200131,2,5,1,1,51,0
6.52056629121794,11,200131,2,5,1,1,52,0
7.13935540077237,11,200131,2,5,1,1,53,0
2.30281336126268,11,200131,2,5,1,1,54,0
-3.34493992844026,11,200131,2,5,1,1,55,0
-5.22672763965218,11,200131,2,5,1,1,56,0
-2.15473283795136,11,200131,2,5,1,1,57,0
5.75037179722171,11,200131,2,5,1,1,58,0
16.2769761772876,11,200131,2,5,1,1,59,0
27.1019830464611,11,200131,2,5,1,1,60,0
34.3080690113275,11,200131,2,5,1,1,61,0
37.7702682512673,11,200131,2,5,1,1,62,0
38.5720975431164,11,200131,2,5,1,1,63,0
38.0957155376702,11,200131,2,5,1,1,64,0
36.5738096046447,11,200131,2,5,1,1,65,0
2.88238147446535,11,200131,2,12,1,1,1,0
-2.88238147446535,11,200131,2,12,1,1,2,0
-7.00410203796572,11,200131,2,12,1,1,3,0
-11.0317288460543,11,200131,2,12,1,1,4,0
-18.3358802202391,11,200131,2,12,1,1,5,0
-27.773494630761,11,200131,2,12,1,1,6,0
-37.5505864177051,11,200131,2,12,1,1,7,0
-43.94365288976,11,200131,2,12,1,1,8,0
-47.5024400279776,11,200131,2,12,1,1,9,0
-47.332169367281,11,200131,2,12,1,1,10,0
-48.0736822050469,11,200131,2,12,1,1,11,0
-49.5724480575962,11,200131,2,12,1,1,12,0
-55.9857289613257,11,200131,2,12,1,1,13,0
-62.3788380967183,11,200131,2,12,1,1,14,0
-66.7924065848481,11,200131,2,12,1,1,15,0
-67.3537675405726,11,200131,2,12,1,1,16,0
