DataY,AnimalID,CellID,TrialBlock
0.247157140045303,18,1,1
0.469507361640644,24,1,1
1.2382883721323,24,2,1
0.676820696969238,24,3,1
0.529754754444941,24,4,1
0.750490372807585,24,5,1
0.615426087436433,24,6,1
0.563570625494112,24,7,1
0.869894499047146,24,8,1
0.343265798777145,24,9,1
0.343962785266761,24,10,1
0.580943137341864,24,11,1
0.596934343889813,24,12,1
0.372129017598356,24,13,1
0.652341442901083,24,14,1
0.630135679468959,24,15,1
0.511696365759669,24,16,1
0.97203506183949,24,17,1
0.438526361757635,24,18,1
0.292747722391359,24,19,1
0.419780531422409,24,20,1
0.507399604598286,24,21,1
0.438806315088709,24,22,1
0.784436327115545,24,23,1
0.53040844582904,24,24,1
0.534437401211605,45,1,1
0.810599518206224,45,2,1
0.526873002756934,45,3,1
0.133373203303578,45,4,1
0.318571227592007,45,5,1
0.136762107795844,45,6,1
0.313753845369427,45,7,1
0.0543588150976121,45,8,1
0.585761559097806,45,9,1
0.274989559942964,45,10,1
0.0401719067118427,45,11,1
0.0921976945784959,45,12,1
1.58152125436129,45,13,1
0.0670592982097981,45,14,1
0.0761623093381194,45,15,1
0.0638038681357044,45,16,1
0.042871553847227,45,17,1
1.72868476604008,45,18,1
0.0589875049028284,45,19,1
0.235062566712018,45,20,1
0.0589150724627483,45,21,1
0.0437145478445889,45,22,1
0.186409464868756,45,23,1
0.104746145904817,45,24,1
0.620805072845604,45,25,1
0.558005434583073,45,26,1
0.143132645702649,45,27,1
0.566723565763326,45,28,1
0.354541750614046,45,29,1
0.479579117799634,45,30,1
0.428312465882917,45,31,1
0.420049105910286,45,32,1
0.261165881373674,45,33,1
0.573028267859924,45,34,1
0.28556730168435,46,1,1
0.499174601675987,46,2,1
0.144227891243133,46,3,1
0.68022841312879,46,4,1
1.11135691616417,46,5,1
0.290635040203761,46,6,1
0.196014124671746,46,7,1
0.0909424509812336,46,8,1
0.306994752227591,46,9,1
0.502414525360585,46,10,1
0.171016984315968,46,11,1
0.952412967199686,46,12,1
0.633415055524233,46,13,1
1.16627164626965,46,14,1
0.698335773357826,46,15,1
0.106324519464791,46,16,1
0.0741615746438424,46,17,1
0.0933775688938133,46,18,1
0.060639986831991,46,19,1
0.212480303197258,46,20,1
0.0913679823764424,46,21,1
0.145191662940214,46,22,1
0.267735420135404,46,23,1
0.0417066065907825,46,24,1
0.157168669434124,46,25,1
0.0944315255734754,46,26,1
0.280634795885468,46,27,1
0.410619853829731,46,28,1
0.304545522730099,46,29,1
0.229881718861461,46,30,1
0.132996227155293,46,31,1
0.177410455279998,46,32,1
0.199116060771398,46,33,1
0.636655340061229,46,34,1
1.09343537246444,46,35,1
0.173306145952633,46,36,1
0.0931827172561006,46,37,1
0.235270589563075,46,38,1
0.186131978945085,46,39,1
0.240260721471151,46,40,1
0.47789151985706,46,41,1
0.497256819378348,46,42,1
0.0794286891518653,46,43,1
0.247559962222057,46,44,1
0.361158354914304,46,45,1
0.243360395731722,46,46,1
0.439113573989578,46,47,1
0.261109719040302,46,48,1
0.52781225957525,46,49,1
0.0801381469937656,47,1,1
0.109846132624457,47,2,1
0.0942739640322611,47,3,1
0.205230477527126,47,4,1
0.386004975170065,47,5,1
0.113898148678191,47,6,1
0.117849931700699,47,7,1
0.0467496164488355,47,8,1
0.61593452506296,47,9,1
0.11063040702075,47,10,1
0.15362402629585,47,11,1
0.223764537080217,47,12,1
0.799467382218537,47,13,1
0.272741433370992,47,14,1
0.643545471153903,47,15,1
0.283615136560081,47,16,1
0.217417207349835,47,17,1
0.409689069771361,47,18,1
0.593461534878722,47,19,1
1.06231139173554,47,20,1
0.304199583169017,47,21,1
0,47,22,1
1.31288399941138,47,23,1
0.072951929281514,47,24,1
0.0358209109343743,47,25,1
0.0895485555380027,47,26,1
0.37943866094185,47,27,1
0.296024238759628,47,28,1
0.147517322712989,47,29,1
0.251905786868743,47,30,1
0.189951423850672,18,1,2
0.262153679791962,24,1,2
2.78735105956681,24,2,2
0.438777977319902,24,3,2
0.465748872617191,24,4,2
0.652873770105669,24,5,2
0.655429955643563,24,6,2
0.564056567564118,24,7,2
0.577118580726576,24,8,2
0.758096024241882,24,9,2
0.443584075505061,24,10,2
0.660412542949071,24,11,2
0.384695608121018,24,12,2
0.439444763926214,24,13,2
0.320545804642784,24,14,2
0.245627387576577,24,15,2
0.972194041633531,24,16,2
0.745533167708217,24,17,2
0.231640891529264,24,18,2
0.288882015132086,24,19,2
0.445763857467357,24,20,2
0.424951034905123,24,21,2
0.396332570281553,24,22,2
0.600722737791249,24,23,2
0.695481789010638,24,24,2
0.291967984663216,45,1,2
0.0489473420331418,45,2,2
0.677368757598573,45,3,2
0.106678570210159,45,4,2
0.796565026770499,45,5,2
0.179392750518,45,6,2
0.794678902772456,45,7,2
0.11837945547357,45,8,2
0.494371733888284,45,9,2
0.276941143087612,45,10,2
0.031627297785063,45,11,2
0.26999106592258,45,12,2
0.284150387425084,45,13,2
0.0939339386619195,45,14,2
0.082307740086374,45,15,2
0.105980144324989,45,16,2
0.125847400942342,45,17,2
1.3218868799787,45,18,2
0.120130696319036,45,19,2
0.148695442235355,45,20,2
0.0601107300934612,45,21,2
0.113790383159846,45,22,2
0.237770502855553,45,23,2
0.173996247131262,45,24,2
0.457151035822491,45,25,2
0.38709713274601,45,26,2
0.245523095099577,45,27,2
0.589691357315637,45,28,2
0.807815552683719,45,29,2
1.2903040829551,45,30,2
0.262668317652133,45,31,2
0.175308196324138,45,32,2
0.339951742599691,45,33,2
0.542888999415004,45,34,2
2.40263742122589,47,1,2
0.262980114018976,47,2,2
0.138851137991583,47,3,2
0.195755789352533,47,4,2
0.220212228432237,47,5,2
0.251014067775719,47,6,2
0.241053242310578,47,7,2
0.0705819411935431,47,8,2
0.716080434225997,47,9,2
0.193700485907693,47,10,2
0.212757785661741,47,11,2
0.264877167448302,47,12,2
0.553762241265625,47,13,2
0.142542578496238,47,14,2
0.636300013966258,47,15,2
0.288893548688909,47,16,2
0.641454526502007,47,17,2
0.570734928380365,47,18,2
0.332721461668702,47,19,2
0.369006379480962,47,20,2
0.255827123049209,47,21,2
2.99514992777992,47,22,2
0.447767137958873,47,23,2
0.163899707488303,47,24,2
0.0572873135657668,47,25,2
0.203427887357451,47,26,2
0.208579688344237,47,27,2
0.417769182724765,47,28,2
0,47,29,2
2.41832766803512,47,30,2
0.603330731654883,45,1,3
0.144883988587203,45,2,3
0.455086123657286,45,3,3
0.182011102196784,45,4,3
0.822506090816192,45,5,3
0.37481384821204,45,6,3
1.55761332683468,45,7,3
0.124619067562577,45,8,3
0.443145377748238,45,9,3
0.166859680437882,45,10,3
0.0729883243178696,45,11,3
0.204572418245806,45,12,3
0.500364661736304,45,13,3
0.107061270685052,45,14,3
0.0944051816776394,45,15,3
0.267717915082465,45,16,3
0.537569786713148,45,17,3
0.985811857563303,45,18,3
0.14605451704416,45,19,3
0.490805182940677,45,20,3
0.843114614853504,45,21,3
0.217492703471242,45,22,3
0.294315035851546,45,23,3
0.449485140713419,45,24,3
0.239675650948799,45,25,3
1.0471793368738,45,26,3
0.232187370542301,45,27,3
0,45,28,3
1.09931801743655,45,29,3
0.409163987852896,45,30,3
0.853034510334232,45,31,3
0.120995321392886,45,32,3
0.512907808862162,45,33,3
0.664554147534014,45,34,3
0.404837268188069,45,1,4
0.0924886510045102,45,2,4
0.846712552000469,45,3,4
0.0992836960640813,45,4,4
1.49594396439927,45,5,4
0.163246321151622,45,6,4
1.22542155329842,45,7,4
0.110742009272968,45,8,4
0.298819008255168,45,9,4
0.0328503181863709,45,10,4
0.0708342173401695,45,11,4
0.18175349091673,45,12,4
0.529706526634,45,13,4
0.158901173823128,45,14,4
0.107313781305657,45,15,4
0.212067767058554,45,16,4
0.189812531341608,45,17,4
1.78303161579077,45,18,4
0.148891246271345,45,19,4
0.199187808883732,45,20,4
1.02401665329721,45,21,4
0.251754314198048,45,22,4
1.11306747204328,45,23,4
0.197163015690122,45,24,4
0.480531248030947,45,25,4
0.400946895770453,45,26,4
0.479889048843144,45,27,4
2.27356893388477,45,28,4
0.53623868377284,45,29,4
0.232089632245628,45,30,4
1.29346477463317,45,31,4
0.0642587108536106,45,32,4
0.423590404152042,45,33,4
0.753881693460379,45,34,4
