DataY,TrialBlock,PosBin
-0.0182014625757415,1,1
0.0182014625757414,1,2
0.0617922937033979,1,3
0.0912321583711775,1,4
0.123958565305236,1,5
0.238428922968916,1,6
0.338163191411704,1,7
0.347225712642621,1,8
0.217086995245219,1,9
0.0351331944886,1,10
-0.105912576966953,1,11
-0.169192935494577,1,12
-0.209652842766355,1,13
-0.588142902278091,1,14
-0.630056317691108,1,15
-0.641039659321903,1,16
-0.585670745775123,1,17
-0.571706681179381,1,18
-0.460984149202248,1,19
-0.325858098287838,1,20
-0.194909992278786,1,21
-0.0391022253771683,1,22
0.0953877016030549,1,23
0.193294743482184,1,24
0.283774407966122,1,25
0.354974274330972,1,26
0.358960340678097,1,27
0.275724871629708,1,28
0.102497190855845,1,29
-0.0475702006090211,1,30
-0.0652581212245873,1,31
0.0570974712396641,1,1
-0.0570974712396641,1,2
-0.160333024014778,1,3
-0.184010682050413,1,4
-0.0978768091925287,1,5
0.0438964144075417,1,6
0.196591831799675,1,7
0.291666649764354,1,8
0.361887213327901,1,9
0.420059282579701,1,10
0.478471261125754,1,11
0.505355412030392,1,12
0.510663095717751,1,13
0.479024650739134,1,14
0.226370148381059,1,15
0.163617735230433,1,16
0.0828726292471635,1,17
0.0775956781922467,1,18
0.101377574948948,1,19
0.174408990070002,1,20
0.268141985115541,1,21
0.364506626767884,1,22
0.462060477167992,1,23
0.553579727688644,1,24
0.657858440691287,1,25
0.751936524008118,1,26
0.815989317949587,1,27
0.774692304580186,1,28
0.719296888219003,1,29
0.650832673869678,1,30
0.64277969059051,1,31
0.02726368804635,1,1
-0.02726368804635,1,2
-0.0985843810141973,1,3
-0.142000307918771,1,4
-0.130449521351218,1,5
-0.0739972612846533,1,6
-0.0180211956015571,1,7
-0.000430508467523349,1,8
-0.00100349836911318,1,9
-0.0285878063583121,1,10
-0.0474567378794409,1,11
-0.0518980906647911,1,12
-0.0515257679418464,1,13
-0.0604333220741691,1,14
-0.147454133381816,1,15
-0.229431609531579,1,16
-0.278513936110979,1,17
-0.294478893338039,1,18
-0.366206924780588,1,19
-0.347770008316892,1,20
-0.284347219970582,1,21
-0.193171663967454,1,22
-0.0926813930443616,1,23
-0.0232548088534875,1,24
0.0241572228580628,1,25
0.0559859525970158,1,26
0.132716234182111,1,27
0.289524820861829,1,28
0.534870500028464,1,29
0.614989865737252,1,30
0.633793075219412,1,31
-0.00871513768929183,1,1
0.00871513768929177,1,2
0.0278701328511784,1,3
0.0200678874023554,1,4
-0.00530414563326281,1,5
-0.0354099023641177,1,6
-0.0757256156175289,1,7
-0.126607778535387,1,8
-0.173607836153362,1,9
-0.18682567918802,1,10
-0.197653046104109,1,11
-0.195034501927962,1,12
-0.206763582341563,1,13
-0.232328522142269,1,14
-0.277347932785375,1,15
-0.296060250203252,1,16
-0.229136549823818,1,17
-0.0877910553134399,1,18
0.0927358806186485,1,19
0.27507437264721,1,20
0.456138561320302,1,21
0.611617846676174,1,22
0.703939749796748,1,23
0.691523906858627,1,24
0.593345448814585,1,25
0.458833759570725,1,26
0.330065711839355,1,27
0.193784612853126,1,28
0.149722533945754,1,29
0.200899912605658,1,30
0.27928684809978,1,31
0.00236367420531872,1,1
-0.00236367420531872,1,2
-0.0326334104609356,1,3
-0.0655012135726814,1,4
-0.0463543220408945,1,5
-0.0161988077292363,1,6
0.0524857422856612,1,7
0.146379873456149,1,8
0.269078164572155,1,9
0.427154871297042,1,10
0.570897065976887,1,11
0.696428489552088,1,12
0.81755036110424,1,13
0.934498786427319,1,14
0.906744302428458,1,15
0.65026933841791,1,16
0.552282345150336,1,17
0.482550835878969,1,18
0.422837229109531,1,19
0.328999051636108,1,20
0.228885713804765,1,21
0.183563490934057,1,22
0.213237021579303,1,23
0.296920291654689,1,24
0.399433952183536,1,25
0.523101121680227,1,26
0.50318232141993,1,27
0.526294248697721,1,28
0.561579300548654,1,29
0.603290133492471,1,30
0.642998756306137,1,31
0.0843753422864559,1,1
-0.0843753422864558,1,2
-0.246885905693085,1,3
-0.361561112053185,1,4
-0.395540320820451,1,5
-0.372351933173848,1,6
-0.333985527527785,1,7
-0.299668375189827,1,8
-0.257367733767418,1,9
-0.175555770121809,1,10
-0.0455381943021887,1,11
0.146194283523088,1,12
0.304044406458055,1,13
0.35399494103228,1,14
0.26681698836027,1,15
-0.0309177553731146,1,16
-0.214075942612585,1,17
-0.241517642113653,1,18
-0.231986470418129,1,19
-0.213395413054187,1,20
-0.202072747926353,1,21
-0.189349858278399,1,22
-0.124477413780346,1,23
0.0317471880290088,1,24
0.275648692452441,1,25
0.548824411219766,1,26
0.604459679179549,1,27
0.549016553873642,1,28
0.486065054059418,1,29
0.435811860260647,1,30
0.375932608771599,1,31
-0.0175962139889911,1,1
0.0175962139889911,1,2
0.0859076257085105,1,3
0.240748867500124,1,4
0.434827356356465,1,5
0.57412369050635,1,6
0.621050717467621,1,7
0.568606751080396,1,8
0.440595524227722,1,9
0.291158631911792,1,10
0.178680514198789,1,11
0.109688129204573,1,12
0.0944813332264045,1,13
0.00841100403445364,1,14
0.105020006164672,1,15
0.262636887288759,1,16
0.400135590063635,1,17
0.474670754185846,1,18
0.477279315011079,1,19
0.424126214649624,1,20
0.375152043548219,1,21
0.404026952015239,1,22
0.55791996807355,1,23
0.844230167046215,1,24
0.977653540237345,1,25
0.982403786011009,1,26
0.910458007732463,1,27
0.782060599256548,1,28
0.718833126554912,1,29
0.716228484055727,1,30
0.788932841271149,1,31
-0.0136028946066256,1,1
0.0136028946066256,1,2
-0.0138074213947365,1,3
-0.0986922467330881,1,4
-0.179502144014383,1,5
-0.193264883711276,1,6
-0.114295713355353,1,7
0.0651706196834871,1,8
0.281434770496596,1,9
0.493009805962435,1,10
0.618570050402419,1,11
0.625407572906859,1,12
0.575490992986889,1,13
0.43773765978589,1,14
0.376124282189723,1,15
0.193351905966379,1,16
0.142004053944623,1,17
0.147607196734742,1,18
0.19542555674806,1,19
0.276708092993361,1,20
0.343301045759781,1,21
0.368817385462227,1,22
0.334127598178501,1,23
0.278804257499479,1,24
0.19013310226871,1,25
0.117916211965149,1,26
0.0438188269208549,1,27
-0.0100801902942102,1,28
-0.0993094766819025,1,29
-0.237097415748117,1,30
-0.374592427093141,1,31
0.0561313806081152,1,1
-0.0561313806081153,1,2
-0.112476312756544,1,3
-0.123561863830056,1,4
-0.128783532026037,1,5
-0.156174625378986,1,6
-0.201852087231266,1,7
-0.276472218241005,1,8
-0.362705323606599,1,9
-0.424619189157096,1,10
-0.433904526121479,1,11
-0.418976788721293,1,12
-0.413924127522415,1,13
-0.448468326142381,1,14
-0.512933884341588,1,15
-0.598191211810626,1,16
-0.805546606128931,1,17
-0.919263274903371,1,18
-0.943868619391885,1,19
-0.872503364580772,1,20
-0.759106447301228,1,21
-0.646258909584157,1,22
-0.533715837012249,1,23
-0.410782379483673,1,24
-0.25794837160362,1,25
-0.122107578776802,1,26
-0.0543603503888773,1,27
-0.0669068461474045,1,28
-0.105492653202746,1,29
-0.187452004213392,1,30
-0.217838818743901,1,31
-0.0530315786084178,1,1
0.0530315786084178,1,2
0.199923947323657,1,3
0.335638202636437,1,4
0.417017362631553,1,5
0.402840139562841,1,6
0.352173606275125,1,7
0.326463905385613,1,8
0.332441468720793,1,9
0.386596159620701,1,10
0.438928262716996,1,11
0.454845242446629,1,12
0.483964000481162,1,13
0.514409373347789,1,14
0.444978883728524,1,15
0.465912488805352,1,16
0.468232401596731,1,17
0.466501790006216,1,18
0.477797454587652,1,19
0.486410380049597,1,20
0.494911812824985,1,21
0.51134369525996,1,22
0.580719950088083,1,23
0.691640801975309,1,24
0.854910902133082,1,25
0.87447741647244,1,26
0.916389852962353,1,27
0.946968421391582,1,28
0.913133872298662,1,29
0.843010150145108,1,30
0.753707262025435,1,31
-0.0497517929776859,1,1
0.0497517929776859,1,2
0.186771328279708,1,3
0.291431160704315,1,4
0.338744776310491,1,5
0.351273245322094,1,6
0.35673103931983,1,7
