DataY,AnimalID,CellID,TrialBlock
0.102391992935186,18,1,1
0.0813249933743809,24,1,1
0.909025858586885,24,2,1
0.365138294226244,24,3,1
0.127693195973866,24,4,1
0.284324968287263,24,5,1
0.353817481208974,24,6,1
0.230024511520569,24,7,1
0.629216913713383,24,8,1
0.161453404955153,24,9,1
0.307290905139583,24,10,1
0.292926889561301,24,11,1
0.276361135735628,24,12,1
0.259418893353444,24,13,1
0.308788789502063,24,14,1
0.267525315886217,24,15,1
0.105447689004107,24,16,1
0.747261307588239,24,17,1
0.0875270304391799,24,18,1
0.24964914577612,24,19,1
0.185137071497243,24,20,1
0.303229924255107,24,21,1
0.181154286127479,24,22,1
0.684720569265579,24,23,1
0.266308128248764,24,24,1
0.349100572329145,45,1,1
0.364883516976643,45,2,1
0.0416498702603474,45,3,1
0.195443243593906,45,4,1
0.102551437574324,45,5,1
0.103206330883548,45,6,1
0.248897531778615,45,7,1
0.256064662682892,45,8,1
0.206566859750346,45,9,1
0.262726861588483,45,10,1
0.236875073305884,45,11,1
0.273868500460167,45,12,1
0.0840896253920374,45,13,1
0.263091476603699,45,14,1
0.265398754121516,45,15,1
0.241196368274217,45,16,1
0.159389641051912,45,17,1
0.626336573992803,45,18,1
0.171917494917997,45,19,1
0.260796193167858,45,20,1
0.240369959003492,45,21,1
0.109457786124199,45,22,1
0.161629126929465,45,23,1
0.158063766301701,45,24,1
0.288188321772646,45,25,1
0.129356443638196,45,26,1
0.153529926903872,45,27,1
0.0438385972841334,45,28,1
0.233221135391727,45,29,1
0.123162324136199,45,30,1
0.150246055179953,45,31,1
0.133631561498094,45,32,1
0.211938052538015,45,33,1
0.304429021490881,45,34,1
0.201034748894148,46,1,1
0.164900959916211,46,2,1
0.109666212255005,46,3,1
0.112538275013265,46,4,1
0.396716271013814,46,5,1
0.297526802760433,46,6,1
0.248306734169942,46,7,1
0.17963321352595,46,8,1
0.221964076878032,46,9,1
0.202208818869464,46,10,1
0.146244327277474,46,11,1
0.192215077692966,46,12,1
0.234759349962665,46,13,1
0.179796400503953,46,14,1
0.182651491984331,46,15,1
0.292655216611663,46,16,1
0.19106235620258,46,17,1
0.281104348501146,46,18,1
0.193843606089616,46,19,1
0.231152552908382,46,20,1
0.149112928475169,46,21,1
0.195177455734669,46,22,1
0.121705421597577,46,23,1
0.205960499783528,46,24,1
0.14128946489409,46,25,1
0.085667368018675,46,26,1
0.228751861130409,46,27,1
0.167164325651835,46,28,1
0.0946472521891181,46,29,1
0.18931474172392,46,30,1
0.107570531814416,46,31,1
0.168082187889722,46,32,1
0.375023675533806,46,33,1
0.0218261210796761,46,34,1
0.308537329358151,46,35,1
0.171309072606189,46,36,1
0.22241237361385,46,37,1
0.243335951614306,46,38,1
0.139702104799154,46,39,1
0.309972460532537,46,40,1
0.15334441394992,46,41,1
0.171877481581186,46,42,1
0.074170382290397,46,43,1
0.187056786261821,46,44,1
-0.031952065501147,46,45,1
0.224704829004265,46,46,1
0.226465367637971,46,47,1
0.0623724143542574,46,48,1
0.27230520268995,46,49,1
0.271377391540612,47,1,1
0.523159801968745,47,2,1
0.28996335913435,47,3,1
0.324817098838462,47,4,1
0.292639690400714,47,5,1
0.23402219777837,47,6,1
0.22294753905396,47,7,1
0.156342660939023,47,8,1
0.12186526120431,47,9,1
0.158640531923037,47,10,1
0.167388174221684,47,11,1
0.203050218634016,47,12,1
0.444119015511595,47,13,1
0.100763353268706,47,14,1
0.415815602282303,47,15,1
0.189883272774167,47,16,1
0.290140322205001,47,17,1
0.282883101963861,47,18,1
0.0949593403992855,47,19,1
0.25627123802517,47,20,1
0.22497941537818,47,21,1
NaN,47,22,1
0.619500447522217,47,23,1
0.141872452825571,47,24,1
0.191541683785664,47,25,1
0.263334989467234,47,26,1
0.242191412008316,47,27,1
0.314871610783374,47,28,1
0.206709826308514,47,29,1
0.131259608772615,47,30,1
0.100116749408807,18,1,2
0.207471489685525,24,1,2
0.999999999999999,24,2,2
0.262716516220097,24,3,2
0.16840966832964,24,4,2
0.209689002638414,24,5,2
0.319985051206847,24,6,2
0.127810399826312,24,7,2
0.253915233069306,24,8,2
0.165707094394806,24,9,2
0.133818668987432,24,10,2
0.336452205818731,24,11,2
0.216937469310702,24,12,2
0.148198855043571,24,13,2
0.220593006110628,24,14,2
0.169786462932109,24,15,2
0.223704437956273,24,16,2
0.568547778483963,24,17,2
0.33235964267515,24,18,2
0.299649111919876,24,19,2
0.0907201818669047,24,20,2
0.16692514918797,24,21,2
0.179000175858093,24,22,2
0.501233069863504,24,23,2
0.489345097680161,24,24,2
0.0649677556939774,45,1,2
0.379766952480561,45,2,2
0.221383357934947,45,3,2
0.252936284951451,45,4,2
0.123540186473071,45,5,2
0.173702485842141,45,6,2
0.204793214972249,45,7,2
0.138085496453002,45,8,2
0.117695878343818,45,9,2
0.292977660231918,45,10,2
0.543408698015312,45,11,2
0.179332597104095,45,12,2
0.0489369844488212,45,13,2
0.168120765903516,45,14,2
0.239059460593778,45,15,2
0.304102355568129,45,16,2
0.170636273302347,45,17,2
0.187088094438135,45,18,2
0.216213467952928,45,19,2
-0.0590228267813214,45,20,2
0.25278950624635,45,21,2
0.226439602913851,45,22,2
0.174621446984176,45,23,2
0.157907789238002,45,24,2
0.205493653045456,45,25,2
0.151706662587938,45,26,2
0.196818232886874,45,27,2
0.123568919601954,45,28,2
0.302172275149768,45,29,2
0.181801968912819,45,30,2
0.00854428819308695,45,31,2
0.125280973633446,45,32,2
0.209261218195591,45,33,2
0.19110321451485,45,34,2
0.999999999999999,47,1,2
0.645350499937956,47,2,2
0.297050721524593,47,3,2
0.364406701471864,47,4,2
0.363228368862209,47,5,2
0.147546657114297,47,6,2
0.208874386357806,47,7,2
0.213091148014632,47,8,2
0.30387373127217,47,9,2
0.162730983217128,47,10,2
