52650.4777972173,57,220329,1,1
51618.901269824,57,220329,1,1
22698.7142931956,57,220329,1,1
27752.279993146,57,220329,1,1
27555.3481281909,57,220329,1,1
35706.6184694067,57,220329,1,1
25998.9652847533,57,220329,1,1
50608.4911510446,57,220329,1,1
32581.8884485278,57,220329,1,1
24011.9839102195,57,220329,1,1
45870.8240842751,57,220329,1,1
30369.2781072741,57,220329,1,1
28320.4787384672,57,220329,1,1
32517.986637604,57,220329,1,1
41985.7726512952,57,220329,1,1
22600.1187794622,57,220329,1,1
64851.6626180064,57,220329,1,1
131272.056640157,57,220329,1,1
66448.9194289421,57,220329,1,1
47128.9277443918,57,220329,1,1
47584.5803557473,57,220329,1,1
54661.4023873104,57,220329,1,1
40281.493772415,57,220329,1,1
32129.1441502251,57,220329,1,1
50470.3722916834,57,220329,1,1
45291.216894558,57,220329,1,1
22575.8160529645,57,220329,1,1
62143.6084876346,57,220329,1,1
39483.573615775,57,220329,1,1
36646.2652988729,57,220329,1,1
15781.5245570915,57,220329,1,1
59916.1515714058,57,220329,1,1
47642.6930768036,57,220329,1,1
23294.8457464324,57,220329,1,1
36335.2581939873,57,220329,1,1
65669.6383195183,57,220329,1,1
41406.74644556,57,220329,1,1
39471.0174454931,57,220329,1,1
83524.4019678502,57,220329,1,1
67554.0290554551,57,220329,1,1
42317.0614297309,57,220329,1,1
35209.8762458867,57,220329,1,1
66554.33706671,57,220329,1,1
37216.2331808013,57,220329,1,1
30848.0365849911,57,220329,1,1
47243.4848814634,57,220329,1,1
56196.1662606201,57,220329,1,1
27176.5681401533,57,220329,1,1
40784.4879907475,57,220329,1,1
40120.9985647483,57,220329,1,1
46092.2836566468,57,220329,1,1
35049.8796133393,57,220329,1,1
26645.2078099488,57,220329,1,1
41600.6037890273,57,220329,1,1
36143.2459112611,57,220329,1,1
45566.784567858,57,220329,1,1
45329.6012011078,57,220329,1,1
31690.4547101811,57,220329,1,1
44921.3910418668,57,220329,1,1
51598.2361840441,57,220329,1,1
17490.3227480628,57,220329,1,1
73780.9065426788,57,220329,1,1
26086.6418453881,57,220329,1,1
36406.6578117266,57,220329,1,1
54555.7749911587,57,220329,1,1
64208.437850685,57,220329,1,1
56601.8623796394,57,220329,1,1
30705.6539873757,57,220329,1,1
59510.7558270356,57,220329,1,1
37816.270212425,57,220329,1,1
52986.0157719318,57,220329,1,1
50899.7345363267,57,220329,1,1
63415.1835038543,57,220329,1,1
30854.2855354332,57,220329,1,1
52164.4734445223,57,220329,1,1
35171.474988643,57,220329,1,1
48762.7430225142,57,220329,1,1
44891.0563970519,57,220329,1,1
42523.7807957496,57,220329,1,1
59331.6883367575,57,220329,1,1
51784.536463132,57,220329,1,1
59454.252206005,57,220329,1,1
47279.3038004489,57,220329,1,1
44303.848527522,57,220329,1,1
66940.0575891202,57,220329,1,1
41790.0082805051,57,220329,1,1
49533.6893563915,57,220329,1,1
72508.9440686532,57,220329,1,1
62988.7652907298,57,220330,2,1
46652.0665726869,57,220330,2,1
66568.8853532714,57,220330,2,1
54029.7909281419,57,220330,2,1
86220.7229438884,57,220330,2,1
61304.5186142335,57,220330,2,1
93834.219365883,57,220330,2,1
37451.4707975804,57,220330,2,1
73479.9409619382,57,220330,2,1
44844.1699067101,57,220330,2,1
55771.292281132,57,220330,2,1
49354.4374053596,57,220330,2,1
59975.6307694366,57,220330,2,1
52467.9237883203,57,220330,2,1
57512.8587909649,57,220330,2,1
54905.6518425326,57,220330,2,1
72744.2668723343,57,220330,2,1
70030.8621075668,57,220330,2,1
59657.1948914099,57,220330,2,1
53364.94311365,57,220330,2,1
37358.031489728,57,220330,2,1
63472.1747665708,57,220330,2,1
58559.9961307139,57,220330,2,1
52501.7489376331,57,220330,2,1
73403.592668362,57,220330,2,1
39137.9216780656,57,220330,2,1
63600.2345828629,57,220330,2,1
57719.0525321211,57,220330,2,1
58229.0321290757,57,220330,2,1
49174.881287069,57,220330,2,1
62767.5653669474,57,220330,2,1
63588.9403341556,57,220330,2,1
37422.0565051433,57,220330,2,1
53821.0476922767,57,220330,2,1
76347.9417667008,57,220330,2,1
63814.2305310297,57,220330,2,1
42489.9179833871,57,220330,2,1
71155.8921953907,57,220330,2,1
47844.5691544702,57,220330,2,1
73589.080510807,57,220330,2,1
48087.5467527541,57,220330,2,1
82671.8560714062,57,220330,2,1
40052.3059462607,57,220330,2,1
41485.2589742803,57,220330,2,1
57207.7536624606,57,220330,2,1
47953.8036778463,57,220330,2,1
46019.4375835321,57,220330,2,1
31798.684735359,57,220330,2,1
33684.7143310912,57,220330,2,1
42813.1275480071,57,220330,2,1
45867.5438582439,57,220330,2,1
27393.863884183,57,220330,2,1
63534.2049566586,57,220330,2,1
55026.4409805324,57,220330,2,1
44008.1925271409,57,220330,2,1
69239.6887636896,57,220330,2,1
49051.1719853399,57,220330,2,1
53390.4936824343,57,220330,2,1
36976.2856945106,57,220330,2,1
51579.7664407897,57,220330,2,1
47563.381086781,57,220330,2,1
42954.9897511594,57,220330,2,1
53614.3803433779,57,220330,2,1
50947.5465931418,57,220330,2,1
32366.8962606004,57,220330,2,1
34167.263912361,57,220330,2,1
30935.7574537338,57,220330,2,1
29989.3480533403,57,220330,2,1
15148.5015643018,57,220330,2,1
31564.2709215829,57,220330,2,1
59372.4500630859,57,220330,2,1
30812.9326650392,57,220330,2,1
43141.7371181382,57,220330,2,1
30547.4396429318,57,220330,2,1
21417.2663365971,57,220330,2,1
41290.0437112734,57,220330,2,1
59696.6582322972,57,220330,2,1
46998.3124645637,57,220330,2,1
45144.2121412285,57,220330,2,1
45316.5676186196,57,220330,2,1
34732.9716250733,57,220330,2,1
43584.4473610667,57,220330,2,1
19371.6828132809,57,220331,3,1
63452.2865033067,57,220331,3,1
49967.8643458491,57,220331,3,1
19808.5372376458,57,220331,3,1
51324.8972873904,57,220331,3,1
60162.3481808533,57,220331,3,1
46624.7653677428,57,220331,3,1
30829.4496166541,57,220331,3,1
54068.4993808149,57,220331,3,1
42124.8333256876,57,220331,3,1
47351.1879940715,57,220331,3,1
48275.5112130124,57,220331,3,1
52036.3445045309,57,220331,3,1
37051.5101665704,57,220331,3,1
53245.184488598,57,220331,3,1
34853.2442134025,57,220331,3,1
50291.3866170965,57,220331,3,1
50017.1348462091,57,220331,3,1
52041.6892782669,57,220331,3,1
34852.3308697952,57,220331,3,1
43192.6228934071,57,220331,3,1
6708.90156788764,57,220331,3,1
23230.2190420932,57,220331,3,1
31957.7679259797,57,220331,3,1
64011.1136951518,57,220331,3,1
85341.1105504476,57,220331,3,1
46983.3388191898,57,220331,3,1
57627.5592074151,57,220331,3,1
42994.1807013736,57,220331,3,1
59302.713384708,57,220331,3,1
41800.1606921606,57,220331,3,1
59230.6105247603,57,220331,3,1
47167.4922604389,57,220331,3,1
56530.1419824064,57,220331,3,1
