0.58826649145343,57,220329,1,3,1
0.0891445520576234,57,220329,1,227,1
0.427626082309225,57,220329,1,237,1
1,57,220329,1,3,1
0.345375176400961,57,220329,1,227,1
0.218969364242814,57,220329,1,237,1
0.656357054162253,57,220329,1,249,1
0.760400454247325,57,220329,1,288,1
0.873784023159531,57,220329,1,289,1
0.363108016853678,57,220330,2,65,1
0.423182716103069,57,220330,2,150,1
0.416420298319907,57,220330,2,154,1
0.238856427953432,57,220330,2,175,1
0.00698843256848996,57,220330,2,213,1
0.415083342080159,57,220330,2,220,1
0.418817308524298,57,220330,2,303,1
0.482383690921117,57,220330,2,307,1
0.770873606702046,57,220330,2,322,1
0.612282823129435,57,220330,2,65,1
0.180996430551982,57,220330,2,150,1
0.621661699340982,57,220330,2,154,1
0.672790904628065,57,220330,2,175,1
0.385812433541076,57,220330,2,213,1
0.93357168858145,57,220330,2,220,1
0.43728550861125,57,220330,2,303,1
0.573556746632839,57,220330,2,307,1
0.803594583852986,57,220330,2,322,1
0.916583186288594,57,220331,3,3,1
0.852137376099238,57,220331,3,7,1
0.992045075729693,57,220331,3,19,1
0.546279641274823,57,220331,3,109,1
0.488709211405736,57,220331,3,150,1
0.688087777215896,57,220331,3,171,1
0.546695301481294,57,220331,3,180,1
0.992045075729693,57,220331,3,220,1
0.479607951402572,57,220331,3,285,1
0.366404616948275,57,220331,3,3,1
0.235334878159618,57,220331,3,7,1
1,57,220331,3,19,1
0.643958691652566,57,220331,3,109,1
0.342533243243333,57,220331,3,150,1
0.596821009089188,57,220331,3,171,1
0.39645976538622,57,220331,3,180,1
0.690548343556622,62,221008,1,9,1
0.588532813711985,62,221008,1,45,1
0.74809759514496,62,221008,1,60,1
0.680320800050903,62,221008,1,62,1
0.629044458579746,62,221008,1,83,1
0.673257495109646,62,221008,1,152,1
0.866472347929608,62,221008,1,216,1
0.703538449176712,62,221008,1,222,1
0.4873826349356,62,221008,1,264,1
0.71252362967349,62,221008,1,9,1
0.689918529392293,62,221008,1,45,1
0.400755247597537,62,221008,1,60,1
0.561275090171158,62,221008,1,62,1
0.994417774986322,62,221008,1,83,1
0.656470603175896,62,221008,1,152,1
0.968490972678641,62,221008,1,216,1
0.719036071046842,62,221008,1,222,1
0.585528779977724,62,221008,1,264,1
0.352091906403896,62,221009,2,7,1
0.475280859083175,62,221009,2,10,1
0.398477954542108,62,221009,2,28,1
0.519190469747134,62,221009,2,33,1
0.159745591441663,62,221009,2,37,1
0.994383386907343,62,221009,2,55,1
0.753431537540877,62,221009,2,61,1
0.0659711282124471,62,221009,2,81,1
0.905488392692212,62,221009,2,95,1
0.214005982047068,62,221009,2,101,1
0.183421686881976,62,221009,2,7,1
0.492983261984465,62,221009,2,10,1
0.504740870211744,62,221009,2,28,1
0.44641790607839,62,221009,2,33,1
0.200618888404415,62,221009,2,37,1
0.843951241504807,62,221010,3,3,1
0.356933858388194,62,221010,3,15,1
0.622055585743596,62,221010,3,37,1
0.401097395669221,62,221010,3,58,1
0.0550362514601003,62,221010,3,70,1
0.207732623688108,62,221010,3,74,1
0.530579115762868,62,221010,3,88,1
0.533708582113372,62,221010,3,92,1
0.997636003382714,62,221010,3,108,1
1,62,221010,3,3,1
0.470782625507608,62,221010,3,15,1
