AnimalID,RecDate,NovelDay,DataY,StimCond,Environ,BehavT,TrialT
24,201118,2,0.633407202216067,None,1,LickLatency,AllTrials
24,201119,3,0.775860117700317,None,1,LickLatency,AllTrials
45,211007,1,0.547574626865672,None,1,LickLatency,AllTrials
45,211008,2,0.516678200692042,None,1,LickLatency,AllTrials
45,211010,3,0.527988215488215,None,1,LickLatency,AllTrials
45,211012,1,0.647756232686981,None,1,LickLatency,AllTrials
45,211013,2,0.749873503120256,None,1,LickLatency,AllTrials
45,211014,3,0.830034602076124,None,1,LickLatency,AllTrials
46,211017,1,0.702407407407407,None,1,LickLatency,AllTrials
46,211018,2,0.914116327511617,None,1,LickLatency,AllTrials
46,211019,3,0.831813978068437,None,1,LickLatency,AllTrials
46,211020,1,0.688148148148148,None,1,LickLatency,AllTrials
46,211021,2,0.61810650887574,None,1,LickLatency,AllTrials
46,211022,3,0.62805,None,1,LickLatency,AllTrials
47,211017,1,0.865129799891833,None,1,LickLatency,AllTrials
47,211018,2,0.931599407626805,None,1,LickLatency,AllTrials
47,211019,3,0.646704924102184,None,1,LickLatency,AllTrials
47,211020,1,0.565934065934066,None,1,LickLatency,AllTrials
47,211021,2,0.645376687472783,None,1,LickLatency,AllTrials
47,211022,3,0.500612244897959,None,1,LickLatency,AllTrials
11,200130,1,0.579907057340895,None,2,LickLatency,AllTrials
11,200131,2,0.543681573950632,None,2,LickLatency,AllTrials
11,200201,3,0.592442938577413,None,2,LickLatency,AllTrials
11,200203,1,0.49969798995537,None,2,LickLatency,AllTrials
11,200204,2,0.550384859826283,None,2,LickLatency,AllTrials
11,200205,3,0.592740550811566,None,2,LickLatency,AllTrials
18,200814,1,0.53024645257655,None,2,LickLatency,AllTrials
18,200815,2,0.596831208180785,None,2,LickLatency,AllTrials
18,200816,3,0.462857142857143,None,2,LickLatency,AllTrials
18,200818,1,0.49292899408284,None,2,LickLatency,AllTrials
18,200819,2,0.609948863702548,None,2,LickLatency,AllTrials
18,200820,3,0.68225758477097,None,2,LickLatency,AllTrials
21,201010,1,0.505489530277306,None,2,LickLatency,AllTrials
21,201011,2,0.630627956020556,None,2,LickLatency,AllTrials
21,201012,3,0.754816156128967,None,2,LickLatency,AllTrials
21,201014,1,0.333086734693878,None,2,LickLatency,AllTrials
21,201015,2,0.919152276295133,None,2,LickLatency,AllTrials
21,201016,3,0.756886689115177,None,2,LickLatency,AllTrials
24,201113,1,0.355509077963688,None,2,LickLatency,AllTrials
24,201114,2,0.637707666514251,None,2,LickLatency,AllTrials
24,201115,3,0.68648971876085,None,2,LickLatency,AllTrials
24,201117,1,0.663069113452079,None,2,LickLatency,AllTrials
24,201118,2,0.661175765071869,None,2,LickLatency,AllTrials
24,201119,3,0.665795586527294,None,2,LickLatency,AllTrials
45,211007,1,0.479042638777152,None,2,LickLatency,AllTrials
45,211008,2,0.5002849002849,None,2,LickLatency,AllTrials
45,211010,3,0.539828431372549,None,2,LickLatency,AllTrials
