AnimalID,RecDate,NovelDay,DataY,StimCond,Environ,BehavT,TrialT
45,211012,1,0.614250776654108,None,2,LickLatency,AllTrials
45,211013,2,0.620639945728984,None,2,LickLatency,AllTrials
45,211014,3,0.679733787841896,None,2,LickLatency,AllTrials
46,211017,1,0.475007181844298,None,2,LickLatency,AllTrials
46,211018,2,0.660652920962199,None,2,LickLatency,AllTrials
46,211019,3,0.789644012944984,None,2,LickLatency,AllTrials
46,211020,1,0.546394714162597,None,2,LickLatency,AllTrials
46,211021,2,0.559968253968254,None,2,LickLatency,AllTrials
46,211022,3,0.542034222552875,None,2,LickLatency,AllTrials
47,211017,1,0.436273051754908,None,2,LickLatency,AllTrials
47,211018,2,0.791995397764629,None,2,LickLatency,AllTrials
47,211019,3,0.674397031539889,None,2,LickLatency,AllTrials
47,211020,1,0.621577995867769,None,2,LickLatency,AllTrials
47,211021,2,0.7259410430839,None,2,LickLatency,AllTrials
47,211022,3,0.651253918495298,None,2,LickLatency,AllTrials
