DataY,AnimalID,RecDate,NovelDay,CellID,CellType,Environ,PosBin,StimCond
0.0912907022487007,4,230428,NaN,25,1,2,100,0
0.023947582134699,4,230428,NaN,25,1,2,101,0
-0.00371657994706156,4,230428,NaN,25,1,2,102,0
-0.0127688944412016,4,230428,NaN,25,1,2,103,0
-0.0149874810578763,4,230428,NaN,25,1,2,104,0
-0.0149874810578763,4,230428,NaN,25,1,2,105,0
-0.0149874810578763,4,230428,NaN,25,1,2,106,0
-0.0149874810578763,4,230428,NaN,25,1,2,107,0
-0.0149874810578763,4,230428,NaN,25,1,2,108,0
-0.0149874810578763,4,230428,NaN,25,1,2,109,0
-0.0149874810578763,4,230428,NaN,25,1,2,110,0
-0.0149874810578763,4,230428,NaN,25,1,2,111,0
-0.0081537531804109,4,230428,NaN,25,1,2,112,0
0.00140577991306961,4,230428,NaN,25,1,2,113,0
0.0156391624802248,4,230428,NaN,25,1,2,114,0
0.0295740223486328,4,230428,NaN,25,1,2,115,0
0.0355073175935416,4,230428,NaN,25,1,2,116,0
0.0295740223486328,4,230428,NaN,25,1,2,117,0
0.0156391624802248,4,230428,NaN,25,1,2,118,0
0.00140577991306961,4,230428,NaN,25,1,2,119,0
-0.0081537531804109,4,230428,NaN,25,1,2,120,0
-0.0127688944412016,4,230428,NaN,25,1,2,121,0
-0.0149874810578763,4,230428,NaN,25,1,2,122,0
-0.0081537531804109,4,230428,NaN,25,1,2,123,0
0.00140577991306961,4,230428,NaN,25,1,2,124,0
0.0156391624802248,4,230428,NaN,25,1,2,125,0
0.0295740223486328,4,230428,NaN,25,1,2,126,0
0.0355073175935416,4,230428,NaN,25,1,2,127,0
0.0295740223486328,4,230428,NaN,25,1,2,128,0
0.0156391624802248,4,230428,NaN,25,1,2,129,0
0.00140577991306961,4,230428,NaN,25,1,2,130,0
-0.0081537531804109,4,230428,NaN,25,1,2,131,0
-0.0127688944412016,4,230428,NaN,25,1,2,132,0
-0.0149874810578763,4,230428,NaN,25,1,2,133,0
-0.0149874810578763,4,230428,NaN,25,1,2,134,0
-0.00132002530294553,4,230428,NaN,25,1,2,135,0
0.0177990408840155,4,230428,NaN,25,1,2,136,0
0.0462658060183259,4,230428,NaN,25,1,2,137,0
0.0741355257551419,4,230428,NaN,25,1,2,138,0
0.0860021162449595,4,230428,NaN,25,1,2,139,0
0.0809692536326073,4,230428,NaN,25,1,2,140,0
0.0626590669892718,4,230428,NaN,25,1,2,141,0
0.0484256844221166,4,230428,NaN,25,1,2,142,0
0.0432414781035636,4,230428,NaN,25,1,2,143,0
0.0399444908268909,4,230428,NaN,25,1,2,144,0
0.0295740223486328,4,230428,NaN,25,1,2,145,0
0.0156391624802248,4,230428,NaN,25,1,2,146,0
0.00140577991306961,4,230428,NaN,25,1,2,147,0
-0.0081537531804109,4,230428,NaN,25,1,2,148,0
-0.0127688944412016,4,230428,NaN,25,1,2,149,0
-0.0149874810578763,4,230428,NaN,25,1,2,150,0
-0.0149874810578763,4,230428,NaN,25,1,2,151,0
-0.0149874810578763,4,230428,NaN,25,1,2,152,0
-0.0149874810578763,4,230428,NaN,25,1,2,153,0
-0.0149874810578763,4,230428,NaN,25,1,2,154,0
-0.0081537531804109,4,230428,NaN,25,1,2,155,0
0.00140577991306961,4,230428,NaN,25,1,2,156,0
0.0156391624802248,4,230428,NaN,25,1,2,157,0
0.0432414781035636,4,230428,NaN,25,1,2,158,0
0.0682938395354334,4,230428,NaN,25,1,2,159,0
0.131829676689627,4,230428,NaN,25,1,2,160,0
0.23045664662878,4,230428,NaN,25,1,2,161,0
0.358562010205761,4,230428,NaN,25,1,2,162,0
0.500905564949943,4,230428,NaN,25,1,2,163,0
0.599946091527002,4,230428,NaN,25,1,2,164,0
0.629856491014795,4,230428,NaN,25,1,2,165,0
0.580110081467072,4,230428,NaN,25,1,2,166,0
0.499142094761175,4,230428,NaN,25,1,2,167,0
0.41191015028371,4,230428,NaN,25,1,2,168,0
0.329978041098045,4,230428,NaN,25,1,2,169,0
0.249213500269782,4,230428,NaN,25,1,2,170,0
0.189727268276273,4,230428,NaN,25,1,2,171,0
0.153437871852278,4,230428,NaN,25,1,2,172,0
0.151007451089472,4,230428,NaN,25,1,2,173,0
0.164072606198476,4,230428,NaN,25,1,2,174,0
0.168023991067035,4,230428,NaN,25,1,2,175,0
0.151542259316427,4,230428,NaN,25,1,2,176,0
0.119987593518155,4,230428,NaN,25,1,2,177,0
0.0855875331389358,4,230428,NaN,25,1,2,178,0
0.0689855762673967,4,230428,NaN,25,1,2,179,0
0.0667977175238739,4,230428,NaN,25,1,2,180,0
0.0866351447640388,4,230428,NaN,25,1,2,181,0
0.0122168400185909,4,230428,NaN,26,1,2,100,0
0.0176619914473347,4,230428,NaN,26,1,2,101,0
0.0487016861498697,4,230428,NaN,26,1,2,102,0
0.0847013114095312,4,230428,NaN,26,1,2,103,0
0.0997997667238974,4,230428,NaN,26,1,2,104,0
0.0656088944352037,4,230428,NaN,26,1,2,105,0
0.00752094010954496,4,230428,NaN,26,1,2,106,0
-0.0601295854434358,4,230428,NaN,26,1,2,107,0
-0.0995824884384541,4,230428,NaN,26,1,2,108,0
-0.119915451954111,4,230428,NaN,26,1,2,109,0
-0.126424247890182,4,230428,NaN,26,1,2,110,0
-0.124395341045415,4,230428,NaN,26,1,2,111,0
-0.12476092232024,4,230428,NaN,26,1,2,112,0
-0.10064335368658,4,230428,NaN,26,1,2,113,0
-0.073172315034843,4,230428,NaN,26,1,2,114,0
-0.0477602323134569,4,230428,NaN,26,1,2,115,0
