AnimalID,RecDate,NovelDay,rawAUC,normAUC,StimCond,Environ,BehavT,TrialT
65,221019,2,0.470486111111111,-7.29092070373742,Goal,2,Lickrate,HighStim
65,221020,3,0.612947658402204,12.7945323328394,Goal,2,Lickrate,HighStim
4,230428,1,0.526041666666667,0,Goal,2,Lickrate,HighStim
4,230429,2,0.5625,-40.8296943231441,Goal,2,Lickrate,HighStim
4,230430,3,0.480109739368999,-22.9131329171028,Goal,2,Lickrate,HighStim
57,220403,1,0.47125,0,Sham,2,Lickrate,HighStim
57,220404,2,0.5375,14.0583554376658,Sham,2,Lickrate,HighStim
57,220405,3,0.712841854934602,51.2661761134433,Sham,2,Lickrate,HighStim
61,220906,1,0.522727272727273,0,Sham,2,Lickrate,HighStim
61,220907,2,0.73356401384083,40.3339852565066,Sham,2,Lickrate,HighStim
61,220908,3,0.67590027700831,29.3026616885463,Sham,2,Lickrate,HighStim
62,221011,1,0.5625,0,Sham,2,Lickrate,HighStim
62,221012,2,0.606508875739645,7.82380013149246,Sham,2,Lickrate,HighStim
62,221013,3,0.7552,34.2577777777778,Sham,2,Lickrate,HighStim
63,221004,1,0.539792387543253,0,Sham,2,Lickrate,HighStim
63,221005,2,0.533081285444234,-1.24327468372836,Sham,2,Lickrate,HighStim
63,221006,3,0.770083102493075,42.6628311669863,Sham,2,Lickrate,HighStim
65,221021,1,0.611111111111111,0,Sham,2,Lickrate,HighStim
65,221022,2,0.771604938271605,26.2626262626263,Sham,2,Lickrate,HighStim
65,221023,3,0.600765306122449,-1.6929499072356,Sham,2,Lickrate,HighStim
57,220329,1,0.608542899408284,0,Goal,2,Lickrate,NoStim
57,220330,2,0.559155766944114,25.0501880139813,Goal,2,Lickrate,NoStim
57,220331,3,0.648163265306122,18.5750301970357,Goal,2,Lickrate,NoStim
63,221007,1,0.521632653061225,0,Goal,2,Lickrate,NoStim
62,221008,1,0.500625,0,Goal,2,Lickrate,NoStim
63,221008,2,0.56640625,6.51069397677026,Goal,2,Lickrate,NoStim
62,221009,2,0.506841165972635,-10.4677033492823,Goal,2,Lickrate,NoStim
63,221009,3,0.568513119533528,-16.7123358985108,Goal,2,Lickrate,NoStim
62,221010,3,0.748109640831758,33.7927076958019,Goal,2,Lickrate,NoStim
65,221018,1,0.746384297520661,0,Goal,2,Lickrate,NoStim
65,221019,2,0.621384297520661,8.5833577856025,Goal,2,Lickrate,NoStim
65,221020,3,0.668523056359991,8.98725687458081,Goal,2,Lickrate,NoStim
4,230428,1,0.482450922070196,0,Goal,2,Lickrate,NoStim
4,230429,2,0.603305785123967,-16.7474048442907,Goal,2,Lickrate,NoStim
4,230430,3,0.572066326530612,-10.4317898191735,Goal,2,Lickrate,NoStim
57,220403,1,0.554498269896194,0,Sham,2,Lickrate,NoStim
57,220404,2,0.561342592592593,1.23432715086381,Sham,2,Lickrate,NoStim
57,220405,3,0.578181818181818,4.27116721032477,Sham,2,Lickrate,NoStim
61,220906,1,0.510204081632653,0,Sham,2,Lickrate,NoStim
61,220907,2,0.739444444444444,44.9311111111111,Sham,2,Lickrate,NoStim
61,220908,3,0.640570934256055,25.5519031141868,Sham,2,Lickrate,NoStim
62,221011,1,0.577380952380952,0,Sham,2,Lickrate,NoStim
62,221012,2,0.638946280991735,10.6628610377439,Sham,2,Lickrate,NoStim
