DataY,AnimalID,RecDate,NovelDay,StimCond,Environ
0.010307683968586,11,200201,3,0,1
0,11,200201,3,0,2
0.0183739908826836,11,200201,3,0,1
0.0170883940400827,11,200201,3,0,1
0.0171394303298106,11,200201,3,0,2
0.00935528022549277,11,200201,3,0,1
0.0707561049878112,18,200814,1,0,1
0.068136437539091,18,200814,1,0,2
0.0866255581194092,18,200814,1,0,1
0.0570661933784877,18,200814,1,0,2
0.0276715477076547,18,200815,2,0,1
0.0353458967790016,18,200815,2,0,2
0.0592130691658693,18,200815,2,0,1
0.0304628329556963,18,200815,2,0,2
0.0373124245363992,18,200816,3,0,1
0.0443895587651348,18,200816,3,0,2
0.0356690636019766,18,200816,3,0,1
0.0724530166661994,18,200816,3,0,2
0.0342353057063303,18,200816,3,0,2
0.0384140949544556,18,200818,1,0,1
0.0592737375967861,18,200818,1,0,2
0.0307579880527484,18,200818,1,0,1
0.0282832092760334,18,200818,1,0,2
0.0399999993188041,18,200819,2,0,1
0.018262339650292,18,200819,2,0,2
0.0363852449939282,18,200819,2,0,1
0.0148500390082896,18,200819,2,0,2
0.0358148114198678,18,200819,2,0,2
0.0455379828707939,18,200820,3,0,1
0.0249528081789948,18,200820,3,0,2
0.035816350438499,18,200820,3,0,1
0.0239427183113318,18,200820,3,0,2
0.0178472634753743,21,201010,1,0,1
0.00686343357217407,21,201010,1,0,2
0.00675155657842715,21,201010,1,0,1
0.00586038214879391,21,201010,1,0,2
0.00671300944797676,21,201011,2,0,1
0.00849308639231837,21,201011,2,0,2
0.0182950359556324,21,201011,2,0,2
0.0198848999336992,21,201011,2,0,1
0.00659054595945423,21,201011,2,0,2
0.00522269547037423,21,201012,3,0,1
0.0126180582902724,21,201012,3,0,2
0.0251205106808148,21,201012,3,0,1
0.0570959040981722,21,201012,3,0,2
0.0751857862236037,21,201014,1,0,1
0.133685762367732,21,201014,1,0,2
0.0711567171330032,21,201014,1,0,1
0.0546966171150465,21,201014,1,0,2
0.0110209102246155,21,201015,2,0,1
0.0325467168161513,21,201015,2,0,2
0.0200478502278652,21,201015,2,0,1
0.101836814203421,21,201015,2,0,2
0.126094075652034,21,201016,3,0,1
0.0929746307264455,21,201016,3,0,2
0.165766067096885,21,201016,3,0,1
0.102323675893873,21,201016,3,0,2
0.159600612244115,21,201016,3,0,2
0.00933565671728119,24,201113,1,0,1
0.0369879468152162,24,201113,1,0,2
0.0366371311111336,24,201113,1,0,1
0.0160852384323962,24,201113,1,0,1
0.0337515697507048,24,201113,1,0,2
0.0539343849780717,24,201114,2,0,1
0.0651055799535837,24,201114,2,0,2
0.0768451371082271,24,201114,2,0,1
0.11506996769102,24,201114,2,0,2
0.0605197051744146,24,201115,3,0,1
0.0588373816910976,24,201115,3,0,2
0.0567007724079621,24,201115,3,0,1
0.0441657107221429,24,201115,3,0,2
0.107952133785991,24,201117,1,0,1
0.0151593251772366,24,201117,1,0,1
0.0533077569332063,24,201117,1,0,2
0.0480492201029748,50,211216,1,0,1
0.0195449828543461,50,211216,1,0,1
0.0634103930390551,50,211216,1,0,1
0.0419720151183118,50,211216,1,0,1
0.0349624158737979,52,211222,1,0,1
0,52,211222,1,0,2
0.0307718871084751,52,211222,1,0,1
0.0142095923888993,52,211222,1,0,2
0.0128337599194066,52,211223,2,0,1
0.0170272539072295,52,211223,2,0,2
0.0211079555583046,52,211223,2,0,2
0.0285111478095858,52,211223,2,0,1
0.011280953011745,52,211226,1,0,1
0.182477731045177,52,211226,1,0,2
0.104785717699348,52,211226,1,0,1
0.102985134288047,52,211226,1,0,2
0.111286918188891,52,211227,2,0,1
0.0900667523861229,52,211227,2,0,2
0.163223104036531,52,211227,2,0,1
0.0923062789586022,52,211227,2,0,2
0.00839404936380587,52,211228,3,0,1
0,52,211228,3,0,2
0.0401133436188652,52,211228,3,0,1
0.00979988696571431,52,211228,3,0,2
0,52,211228,3,0,1
0.0763056529676396,54,220209,1,0,1
0.0333366660628609,54,220209,1,0,2
0.0187536886363064,54,220209,1,0,1
0.0149057956812497,54,220209,1,0,2
0.0878394986684191,54,220210,2,0,1
0.0446348818494146,54,220210,2,0,2
0.071689322570492,54,220210,2,0,1
0.0337177193282197,54,220210,2,0,2
0.0409039801591919,54,220211,3,0,1
0.0479072560929436,54,220211,3,0,2
0.0371067321590209,54,220211,3,0,1
0.00872234937331455,54,220211,3,0,2
0.0113173379674662,54,220211,3,0,1
0.0166940739816593,57,220329,1,0,1
0.00907576863335333,57,220329,1,2,2
0.0263201761355922,57,220329,1,0,1
0.0137002268626836,57,220329,1,2,2
0.00798055933281371,57,220331,3,0,1
0.0247829421044645,57,220331,3,2,2
0.0167171647054274,57,220331,3,0,1
0.0210725061664108,57,220331,3,2,2
0.0731106713926539,57,220403,1,0,1
0.113620002077566,57,220403,1,3,2
0.0870454526433187,57,220403,1,0,1
0.0736359010947787,57,220403,1,3,2
0.0505077857629776,57,220404,2,0,1
0.0348345049138422,57,220404,2,3,2
0.0232240344309492,57,220404,2,0,1
0.0517121934315048,57,220404,2,3,2
0.0747551685709827,57,220405,3,1,1
0.0637348736330984,57,220405,3,3,2
0.140833443857136,57,220405,3,1,1
0.0436814824643477,57,220405,3,3,2
0.0721908838452844,57,220405,3,1,1
0.0171703717980607,61,220906,1,0,1
0.021559934230325,61,220906,1,3,2
0.0189335964981338,61,220906,1,0,1
0.00832331101385317,61,220906,1,3,2
0.0185980761775574,61,220908,3,1,1
0.0199671873248732,61,220908,3,3,2
0.00277601226965245,61,220908,3,1,1
0.02232335180178,61,220908,3,3,2
0.0124177286857481,61,220908,3,1,1
0.0176730201435078,63,221004,1,0,1
0.0281571163268216,63,221004,1,3,2
0.0105586298684792,63,221004,1,0,1
0,63,221004,1,3,2
0.00952517100537762,63,221005,2,0,1
0.0298359002156082,63,221005,2,3,2
0.0393959866633141,63,221005,2,0,1
0.0123884513883342,63,221005,2,3,2
0.0159782407486524,63,221007,1,0,1
0.00601210791930729,63,221007,1,2,2
0.0264166774523799,63,221007,1,2,2
0.0540240521297933,62,221008,1,0,1
0.0126871318520776,62,221008,1,2,2
0,62,221008,1,0,1
0,62,221008,1,2,2
0.0371423482523668,63,221008,2,0,1
0.0615798371161191,63,221008,2,2,2
0.0115116211668131,63,221008,2,0,1
0,63,221008,2,2,2
0.0296299237802453,62,221009,2,0,1
0.0242769963543825,62,221009,2,2,2
0.0316754808806787,62,221009,2,0,1
0,62,221009,2,2,2
0.0358668288891848,63,221009,3,1,1
0.0575638995244197,63,221009,3,2,2
0.0317783147769351,63,221009,3,1,1
0,63,221009,3,2,2
0.0770831720945694,63,221009,3,1,1
0.0216733253886543,62,221010,3,0,1
0.0235737874892818,62,221010,3,2,2
0.0253897308313065,62,221010,3,0,1
0,62,221010,3,2,2
0.0257021244601403,62,221011,1,0,1
0.0610221237813498,62,221011,1,3,2
0.0231126820935742,62,221011,1,0,1
0.0206970787568828,62,221011,1,3,2
0.0343873924653614,62,221013,3,1,1
0.0120091302788199,62,221013,3,3,2
0.0102669404770342,62,221013,3,1,1
0.00810543590852168,62,221013,3,3,2
0.0189322204209719,62,221013,3,1,1
0.0633119004736818,65,221018,1,0,1
0.028195401769324,65,221018,1,2,2
0.0407739447372885,65,221018,1,0,1
0.0147101013489107,65,221018,1,2,2
0.0398069319256946,65,221019,2,0,1
0.0263189758546438,65,221019,2,2,2
0.0321243887344214,65,221019,2,0,1
0.0125152369551592,65,221019,2,2,2
0,65,221022,2,0,1
0,65,221022,2,3,2
0.0619555483249779,65,221022,2,0,1
0.0488204965517749,65,221022,2,3,2
0.0123806817655612,4,230428,1,0,1
0.0100510596783496,4,230428,1,2,2
0.0339275970598355,4,230428,1,0,1
0.0163661291738645,4,230428,1,2,2
0.0291147526946987,4,230429,2,0,1
0.0172143717584819,4,230429,2,2,2
0.0490370380904756,4,230429,2,0,1
0.0366261451490677,4,230429,2,2,2
0.0862845921280402,4,230430,3,1,1
0.0232331221371815,4,230430,3,2,2
0.0680582357235476,4,230430,3,1,1
0.0476164056478405,4,230430,3,2,2
0.0770957869511585,4,230430,3,1,1
